uid,city,列1,year,各省环保项目信贷总额(亿元),各省信贷总额(亿元),绿色信贷,绿色债券发行总额（亿元),所有债券发行总额（亿元）,绿色债券,环境污染治理投资亿元,GDP（亿元）,绿色投资,财政环境保护支出（亿元）,总保费支出（亿元）,绿色保险,碳交易用能权交易排污权交易亿元,权益市场交易总额亿元,绿色权益,绿色基金总市值亿元,所有基金总市值亿元,绿色基金,碳排放量(万吨),GDP（亿元）2,碳金融,绿色金融指数
,四川省,,2007,93.700,3132.360,0.030,315.540,3340.060,0.094,1036.260,10562.400,0.098,71.160,2114.880,0.034,182.250,3829.540,0.048,13.970,317.960,0.044,19283.400,10562.400,1.826,0.317
,四川省,,2008,111.200,3254.910,0.034,332.630,3285.290,0.101,1057.300,12601.200,0.084,79.150,2103.510,0.038,205.000,3846.720,0.053,14.980,340.860,0.044,18474.400,12601.200,1.466,0.402
,四川省,,2009,114.590,3368.050,0.034,324.750,3270.750,0.099,1216.070,14151.300,0.086,114.470,2083.400,0.055,227.960,4145.250,0.055,16.010,336.250,0.048,22347.400,14151.300,1.579,0.339
,四川省,,2010,113.340,3173.620,0.036,341.860,3242.440,0.105,1331.730,17185.500,0.077,112.990,1972.620,0.057,238.060,4277.370,0.056,16.150,354.240,0.046,19020.000,17185.500,1.107,0.329
,四川省,,2011,121.910,3696.860,0.033,353.980,3354.500,0.106,1320.400,21026.700,0.063,115.800,2174.140,0.053,218.370,3874.010,0.056,16.750,356.180,0.047,19784.199,21026.700,0.941,0.174
,四川省,,2012,147.960,3842.220,0.039,392.630,3610.640,0.109,1209.330,23872.800,0.051,135.940,2164.580,0.063,211.030,3873.090,0.054,17.090,338.360,0.051,22150.400,23872.800,0.928,0.281
,四川省,,2013,141.700,3945.950,0.036,483.910,4227.050,0.114,1661.580,26392.100,0.063,159.950,2706.870,0.059,248.810,4370.070,0.057,21.520,405.710,0.053,23991.000,26392.100,0.909,0.235
,四川省,,2014,140.730,3977.860,0.035,436.860,3846.340,0.114,1438.320,28536.700,0.050,168.690,2628.950,0.064,235.870,4185.800,0.056,18.570,344.970,0.054,26635.600,28536.700,0.933,0.195
,四川省,,2015,167.480,4213.910,0.040,561.050,4502.630,0.125,1791.270,30053.100,0.060,169.310,2655.740,0.064,290.460,4674.500,0.062,24.150,449.280,0.054,25942.000,30053.100,0.863,0.298
,四川省,,2016,173.540,3980.590,0.044,563.650,4247.700,0.133,1603.470,32934.500,0.049,166.350,3088.950,0.054,354.040,5303.530,0.067,26.260,423.430,0.062,24220.801,32934.500,0.735,0.405
,四川省,,2017,198.020,4477.450,0.044,585.550,4585.230,0.128,1925.400,36980.200,0.052,197.750,3113.830,0.064,353.410,5102.250,0.069,23.770,402.990,0.059,27439.199,36980.200,0.742,0.311
,四川省,,2018,180.190,4090.320,0.044,568.920,4498.280,0.126,1798.150,40678.100,0.044,226.900,2487.630,0.091,317.030,4924.650,0.064,22.950,406.430,0.056,24137.600,40678.100,0.593,0.170
,四川省,,2019,203.320,4203.850,0.048,620.510,4586.700,0.135,1887.010,46615.800,0.040,267.010,2921.070,0.091,411.620,5572.820,0.074,27.270,438.370,0.062,28314.000,46615.800,0.607,0.332
,四川省,,2020,244.720,4684.130,0.052,691.610,4851.200,0.143,2284.380,48598.800,0.047,264.020,2878.700,0.092,454.540,5927.980,0.077,28.930,446.980,0.065,31448.000,48598.800,0.647,0.453
,四川省,,2021,234.450,5273.560,0.044,669.630,4623.140,0.145,2469.900,53850.800,0.046,218.550,3285.870,0.067,444.890,6135.450,0.073,35.450,508.250,0.070,26674.600,53850.800,0.495,0.285
,四川省,,2022,238.340,5425.240,0.044,669.820,4762.490,0.141,2500.700,56749.800,0.046,225.550,3295.790,0.068,452.210,6167.330,0.073,36.510,519.160,0.070,29240.400,56749.800,0.515,0.265
,四川省,,2023,239.690,5481.970,0.044,684.870,4779.730,0.143,2528.730,60132.900,0.046,227.070,3328.720,0.068,459.080,6246.030,0.073,37.290,535.950,0.070,31806.201,60132.900,0.529,0.273
,天津市,,2000,45.690,2156.070,0.021,151.770,2310.050,0.066,504.730,1639.360,0.308,3.240,1477.760,0.002,98.650,2714.430,0.036,7.370,232.580,0.032,15968.000,1639.360,9.740,0.193
,天津市,,2001,60.870,2333.980,0.026,199.990,2651.460,0.075,617.960,1919.090,0.322,3.880,1779.080,0.002,118.770,3046.710,0.039,9.920,273.110,0.036,15057.000,1919.090,7.846,0.362
,天津市,,2002,64.170,2459.320,0.026,210.250,2699.650,0.078,540.370,2150.760,0.251,4.890,1697.260,0.003,126.580,3244.710,0.039,9.170,280.000,0.033,16570.400,2150.760,7.704,0.257
,天津市,,2003,80.420,2844.160,0.028,223.400,2823.440,0.079,667.190,2578.030,0.259,6.580,1483.010,0.004,133.610,3083.440,0.043,9.680,253.090,0.038,15437.600,2578.030,5.988,0.347
,天津市,,2004,75.170,2849.510,0.026,217.700,2670.670,0.082,640.470,3110.970,0.206,6.550,1645.190,0.004,122.600,2938.930,0.042,10.030,266.830,0.038,17841.600,3110.970,5.735,0.177
,天津市,,2005,74.160,2825.600,0.026,245.220,2916.260,0.084,759.410,3905.640,0.194,7.860,1936.450,0.004,150.920,3597.290,0.042,10.880,294.150,0.037,15250.000,3905.640,3.905,0.101
,天津市,,2006,92.950,3152.270,0.029,266.890,2926.600,0.091,783.850,4462.740,0.176,8.570,2080.730,0.004,170.520,3521.960,0.048,12.130,311.200,0.039,17544.801,4462.740,3.931,0.246
,天津市,,2007,100.250,3071.800,0.033,276.300,2983.530,0.093,971.560,5252.760,0.185,5.910,1961.300,0.003,159.740,3422.030,0.047,13.460,327.450,0.041,20444.400,5252.760,3.892,0.223
,天津市,,2008,114.120,3500.050,0.033,299.750,3130.630,0.096,1181.070,6719.010,0.176,10.980,1813.460,0.006,193.800,3835.240,0.051,14.200,308.640,0.046,22321.600,6719.010,3.322,0.299
,天津市,,2009,98.730,3113.070,0.032,342.400,3464.840,0.099,1161.720,7521.850,0.154,13.360,1915.140,0.007,192.340,3765.510,0.051,14.900,338.700,0.044,18310.600,7521.850,2.434,0.160
,天津市,,2010,129.330,3543.450,0.036,380.290,3628.160,0.105,1024.290,9224.460,0.111,27.100,2056.680,0.013,223.530,4219.250,0.053,14.780,317.040,0.047,18558.000,9224.460,2.012,0.252
,天津市,,2011,129.170,3753.990,0.034,373.060,3573.940,0.104,1189.090,11307.300,0.105,32.240,2148.650,0.015,198.720,3796.800,0.052,16.010,333.660,0.048,21619.400,11307.300,1.912,0.126
,天津市,,2012,144.930,3541.380,0.041,411.870,3736.750,0.110,1563.740,12893.900,0.121,38.490,2319.930,0.017,271.020,4557.200,0.059,18.900,379.820,0.050,22835.199,12893.900,1.771,0.313
,天津市,,2013,168.390,4171.950,0.040,474.070,3978.850,0.119,1517.440,14442.000,0.105,48.440,2231.690,0.022,282.710,4573.210,0.062,21.490,427.100,0.050,25377.000,14442.000,1.757,0.334
,天津市,,2014,150.880,4041.830,0.037,476.850,3980.970,0.120,1780.420,15726.900,0.113,57.930,2245.140,0.026,274.790,4545.340,0.060,24.040,420.920,0.057,24956.000,15726.900,1.587,0.281
,天津市,,2015,149.240,3987.660,0.037,471.820,4024.980,0.117,1387.170,16538.200,0.084,73.100,2788.130,0.026,307.140,4757.910,0.065,20.740,400.560,0.052,22008.000,16538.200,1.331,0.184
,天津市,,2016,168.210,4395.400,0.038,488.570,3826.350,0.128,1615.310,17885.400,0.090,65.630,2987.870,0.022,321.700,4778.790,0.067,24.720,434.710,0.057,28072.801,17885.400,1.570,0.208
,天津市,,2017,212.750,4768.770,0.045,545.590,4138.750,0.132,1929.150,18549.200,0.104,110.220,2488.050,0.044,338.760,4894.450,0.069,30.210,479.520,0.063,28519.600,18549.200,1.538,0.364
,天津市,,2018,189.550,4165.100,0.046,551.170,4272.580,0.129,1515.760,18809.600,0.081,66.460,2732.770,0.024,306.460,4727.660,0.065,23.690,415.440,0.057,26402.400,18809.600,1.404,0.169
,天津市,,2019,241.550,4822.280,0.050,652.660,4707.800,0.139,2297.890,14104.300,0.163,242.290,3097.530,0.078,406.250,5671.410,0.072,32.030,498.890,0.064,26465.400,14104.300,1.876,0.415
,天津市,,2020,189.640,4387.810,0.043,616.860,4697.660,0.131,1759.360,14083.700,0.125,60.720,3012.890,0.020,351.470,5269.730,0.067,24.940,422.000,0.059,24624.000,14083.700,1.748,0.099
,天津市,,2021,201.500,4228.520,0.048,604.970,4291.590,0.141,1932.530,15695.000,0.123,47.140,2805.840,0.017,442.080,5852.160,0.076,27.510,438.070,0.063,26797.600,15695.000,1.707,0.249
,天津市,,2022,203.730,4361.940,0.047,614.430,4381.950,0.140,1950.800,16311.300,0.122,47.390,2829.370,0.017,453.350,5960.600,0.076,28.030,448.460,0.063,26056.801,16311.300,1.597,0.240
,天津市,,2023,204.410,4377.040,0.047,631.440,4504.110,0.140,1993.950,16737.300,0.123,48.970,2902.130,0.017,458.300,6117.590,0.075,28.500,454.330,0.063,25316.002,16737.300,1.513,0.244
,宁夏回族自治区,,2000,54.730,2538.760,0.022,153.140,2147.470,0.071,580.160,265.570,2.185,5.450,1491.070,0.004,102.710,2900.840,0.035,6.960,231.220,0.030,7388.000,265.570,27.819,0.390
,宁夏回族自治区,,2001,53.190,2222.700,0.024,189.710,2584.810,0.073,620.730,337.440,1.840,7.770,1615.780,0.005,105.550,2851.300,0.037,8.470,243.030,0.035,5922.000,337.440,17.550,0.457
,宁夏回族自治区,,2002,71.620,2721.550,0.026,207.530,2682.720,0.077,660.020,377.160,1.750,7.230,1540.120,0.005,113.040,3041.410,0.037,8.440,232.960,0.036,8566.800,377.160,22.714,0.450
,宁夏回族自治区,,2003,88.180,2942.860,0.030,235.720,2791.650,0.084,758.450,445.360,1.703,9.100,1867.800,0.005,147.340,3462.810,0.043,11.170,284.840,0.039,7323.200,445.360,16.443,0.642
,宁夏回族自治区,,2004,89.320,3008.400,0.030,245.270,2957.660,0.083,735.790,537.160,1.370,9.510,1949.900,0.005,147.290,3389.260,0.043,11.640,288.590,0.040,6753.600,537.160,12.573,0.474
,宁夏回族自治区,,2005,73.970,2653.530,0.028,239.810,2903.250,0.083,840.180,612.610,1.371,8.860,1925.530,0.005,145.110,3185.990,0.046,11.330,306.990,0.037,6910.000,612.610,11.280,0.342
,宁夏回族自治区,,2006,103.010,3192.670,0.032,276.450,3030.740,0.091,995.470,725.900,1.371,11.790,1866.120,0.006,168.180,3420.270,0.049,12.110,285.350,0.042,6333.600,725.900,8.725,0.533
,宁夏回族自治区,,2007,92.630,2909.850,0.032,306.290,3215.380,0.095,998.240,919.110,1.086,12.760,1854.030,0.007,189.140,3803.890,0.050,12.830,308.350,0.042,7101.000,919.110,7.726,0.417
,宁夏回族自治区,,2008,91.720,2937.340,0.031,287.830,3026.890,0.095,1070.280,1203.920,0.889,17.510,1875.050,0.009,168.450,3531.000,0.048,13.430,314.290,0.043,9643.200,1203.920,8.010,0.314
,宁夏回族自治区,,2009,133.320,3628.760,0.037,368.080,3588.800,0.103,1246.830,1353.310,0.921,22.590,2396.340,0.009,221.100,3993.480,0.055,15.950,337.440,0.047,9164.000,1353.310,6.772,0.473
,宁夏回族自治区,,2010,130.740,3601.310,0.036,351.720,3630.350,0.097,1131.440,1689.650,0.670,30.790,1828.790,0.017,192.740,3879.680,0.050,14.890,336.470,0.044,11718.000,1689.650,6.935,0.262
,宁夏回族自治区,,2011,130.500,3668.820,0.036,375.740,3522.680,0.107,1364.430,2102.210,0.649,35.230,1933.000,0.018,216.400,4074.690,0.053,17.240,338.870,0.051,10527.600,2102.210,5.008,0.346
,宁夏回族自治区,,2012,132.430,3784.870,0.035,412.540,3772.750,0.109,1178.560,2341.290,0.503,35.370,2201.830,0.016,244.340,4069.690,0.060,19.490,374.380,0.052,6489.600,2341.290,2.772,0.323
,宁夏回族自治区,,2013,139.880,3627.650,0.039,460.480,3796.190,0.121,1399.890,2577.570,0.543,32.930,2701.030,0.012,295.450,4951.400,0.060,22.610,409.420,0.055,9035.400,2577.570,3.505,0.487
,宁夏回族自治区,,2014,134.920,3735.020,0.036,482.870,4093.780,0.118,1589.230,2752.100,0.577,34.600,2468.920,0.014,262.260,4387.120,0.060,23.030,407.650,0.056,9248.000,2752.100,3.360,0.392
,宁夏回族自治区,,2015,161.890,3908.500,0.041,429.030,3757.820,0.114,1625.530,2911.770,0.558,45.490,2326.700,0.020,303.960,4943.450,0.061,21.010,403.940,0.052,10073.000,2911.770,3.459,0.318
,宁夏回族自治区,,2016,192.120,4426.170,0.043,503.750,3946.000,0.128,2046.610,3168.590,0.646,36.690,2684.280,0.014,301.070,4747.850,0.063,22.000,393.510,0.056,10108.800,3168.590,3.190,0.423
,宁夏回族自治区,,2017,187.220,4393.350,0.043,581.350,4226.130,0.138,1757.300,3443.560,0.510,57.610,2535.190,0.023,367.820,5314.720,0.069,29.650,478.950,0.062,7414.800,3443.560,2.153,0.498
,宁夏回族自治区,,2018,173.690,3976.940,0.044,619.770,4738.410,0.131,2134.910,3705.180,0.576,72.380,3124.340,0.023,361.350,5391.330,0.067,23.120,413.620,0.056,8975.600,3705.180,2.422,0.324
,宁夏回族自治区,,2019,198.320,4421.140,0.045,625.880,4717.260,0.133,1733.490,3748.480,0.462,54.040,2905.620,0.019,361.500,5245.190,0.069,26.950,442.990,0.061,8041.800,3748.480,2.145,0.368
,宁夏回族自治区,,2020,208.250,4716.260,0.044,678.580,4676.690,0.145,2030.440,3920.550,0.518,49.480,3255.710,0.015,364.130,5265.040,0.069,31.780,508.350,0.063,11472.000,3920.550,2.926,0.398
,宁夏回族自治区,,2021,234.360,5019.150,0.047,626.220,4423.050,0.142,2050.510,4522.300,0.453,47.710,3298.130,0.014,392.870,5583.740,0.070,28.910,430.890,0.067,11340.600,4522.300,2.508,0.383
,宁夏回族自治区,,2022,235.460,5063.420,0.047,645.420,4427.450,0.146,2088.740,5069.600,0.455,48.250,3363.770,0.014,399.460,5670.980,0.070,29.470,444.590,0.066,12524.400,5069.600,2.470,0.390
,宁夏回族自治区,,2023,237.730,5210.060,0.046,654.680,4560.950,0.144,2115.730,5315.000,0.454,49.510,3409.740,0.015,410.850,5692.010,0.072,29.780,454.930,0.065,13708.201,5315.000,2.579,0.377
,安徽省,,2000,56.930,2341.320,0.024,156.300,2305.360,0.068,575.750,3038.240,0.190,18.580,1476.550,0.013,99.680,2692.060,0.037,8.160,249.620,0.033,14848.000,3038.240,4.887,0.322
,安徽省,,2001,58.370,2555.200,0.023,187.280,2608.080,0.072,537.570,3246.710,0.166,21.950,1484.090,0.015,111.760,3019.740,0.037,8.460,255.650,0.033,13864.200,3246.710,4.270,0.249
,安徽省,,2002,57.780,2491.640,0.023,173.220,2415.100,0.072,505.080,3519.720,0.144,28.620,1496.140,0.019,107.670,2698.130,0.040,8.770,259.440,0.034,17133.600,3519.720,4.868,0.210
,安徽省,,2003,70.790,2814.550,0.025,207.570,2626.600,0.079,682.150,3923.100,0.174,23.590,1888.520,0.012,112.120,2893.140,0.039,8.600,236.720,0.036,16633.600,3923.100,4.240,0.201
,安徽省,,2004,87.610,3014.800,0.029,270.830,3124.950,0.087,811.810,4759.320,0.171,27.030,1772.270,0.015,146.370,3408.700,0.043,11.620,285.850,0.041,15864.000,4759.320,3.333,0.365
,安徽省,,2005,83.540,2952.350,0.028,252.460,2817.170,0.090,893.410,5350.170,0.167,30.640,2053.880,0.015,153.110,3423.300,0.045,11.900,300.920,0.040,16965.000,5350.170,3.171,0.312
,安徽省,,2006,81.810,2811.770,0.029,286.640,3184.540,0.090,922.570,6112.500,0.151,39.200,1806.680,0.022,195.180,3914.950,0.050,14.470,326.810,0.044,18252.000,6112.500,2.986,0.402
,安徽省,,2007,88.520,3052.260,0.029,304.540,3286.740,0.093,784.360,7360.920,0.107,37.650,2246.040,0.017,187.710,3694.960,0.051,12.710,284.450,0.045,19110.600,7360.920,2.596,0.262
,安徽省,,2008,98.990,3079.990,0.032,305.510,3305.700,0.092,1048.600,8851.660,0.118,54.740,2165.230,0.025,180.000,3936.890,0.046,12.700,294.900,0.043,21929.600,8851.660,2.477,0.189
,安徽省,,2009,123.770,3398.240,0.036,376.780,3631.860,0.104,1192.650,10062.800,0.119,59.270,2343.790,0.025,231.710,4352.830,0.053,16.090,350.440,0.046,21222.199,10062.800,2.109,0.313
,安徽省,,2010,109.090,3121.220,0.035,324.160,3160.450,0.103,897.540,12359.300,0.073,64.720,2093.280,0.031,205.600,3870.890,0.053,15.390,348.280,0.044,19842.000,12359.300,1.605,0.217
,安徽省,,2011,116.490,3464.350,0.034,370.820,3470.870,0.107,1093.880,15300.700,0.071,81.960,2406.470,0.034,252.270,4315.610,0.058,15.360,336.330,0.046,19337.801,15300.700,1.264,0.193
,安徽省,,2012,128.510,3444.440,0.037,363.500,3404.480,0.107,1393.820,17212.100,0.081,95.520,1976.170,0.048,214.930,4005.200,0.054,15.510,326.780,0.047,22035.199,17212.100,1.280,0.177
,安徽省,,2013,143.560,4040.460,0.036,390.760,3527.430,0.111,1328.850,19229.300,0.069,108.420,2552.260,0.042,237.570,4228.430,0.056,18.510,379.340,0.049,20420.400,19229.300,1.062,0.145
,安徽省,,2014,162.100,4303.520,0.038,465.320,3901.390,0.119,1666.450,20848.800,0.080,104.760,2353.920,0.045,293.260,4843.100,0.061,21.190,402.140,0.053,20828.400,20848.800,0.999,0.269
,安徽省,,2015,157.310,3961.750,0.040,429.530,3721.660,0.115,1642.840,22005.600,0.075,124.830,2224.830,0.056,275.420,4878.430,0.056,21.920,394.980,0.055,21126.000,22005.600,0.960,0.196
,安徽省,,2016,163.700,4057.610,0.040,502.980,3989.440,0.126,1569.600,24407.600,0.064,133.640,2943.410,0.045,335.460,5196.800,0.065,25.790,435.530,0.059,25286.400,24407.600,1.036,0.254
,安徽省,,2017,166.660,4353.570,0.038,511.510,4168.470,0.123,1654.020,27018.000,0.061,198.640,2467.980,0.080,342.760,5116.540,0.067,25.200,422.870,0.060,23857.600,27018.000,0.883,0.240
,安徽省,,2018,205.080,4725.560,0.043,527.870,4020.800,0.131,1868.030,30006.800,0.062,209.320,2804.840,0.075,351.230,5250.980,0.067,27.600,470.110,0.059,22982.400,30006.800,0.766,0.228
,安徽省,,2019,211.990,4567.440,0.046,702.520,5076.810,0.138,1944.040,37114.000,0.052,312.120,2856.240,0.109,424.330,5844.690,0.073,28.700,423.770,0.068,23930.400,37114.000,0.645,0.372
,安徽省,,2020,209.170,4537.280,0.046,650.630,4533.830,0.144,1942.330,38680.600,0.050,190.830,2939.630,0.065,408.120,5807.820,0.070,31.210,474.300,0.066,26904.000,38680.600,0.696,0.337
,安徽省,,2021,209.220,4923.640,0.042,634.180,4578.670,0.139,2109.860,42959.200,0.049,199.450,2791.680,0.071,407.820,5461.660,0.075,30.250,491.020,0.062,32127.600,42959.200,0.748,0.205
,安徽省,,2022,214.330,5026.250,0.043,655.050,4605.930,0.142,2169.910,45045.000,0.050,202.450,2843.790,0.071,415.540,5537.990,0.075,30.520,494.480,0.062,29828.400,45045.000,0.662,0.215
,安徽省,,2023,218.130,5129.260,0.043,664.590,4626.290,0.144,2201.050,47050.600,0.050,203.870,2865.220,0.071,416.230,5592.640,0.074,30.660,495.410,0.062,27529.201,47050.600,0.585,0.225
,山东省,,2000,60.530,2427.910,0.025,176.250,2533.830,0.070,553.540,8542.440,0.065,36.610,1561.110,0.023,102.190,2839.050,0.036,7.390,227.400,0.032,20468.000,8542.440,2.396,0.349
,山东省,,2001,65.880,2548.910,0.026,197.950,2620.730,0.076,504.930,9195.040,0.055,39.590,1734.810,0.023,110.390,2796.040,0.039,7.660,229.290,0.033,23914.801,9195.040,2.601,0.384
,山东省,,2002,57.630,2439.380,0.024,200.250,2610.010,0.077,713.500,10275.500,0.069,36.400,1407.710,0.026,111.570,2903.980,0.038,9.690,263.370,0.037,22193.600,10275.500,2.160,0.296
,山东省,,2003,67.140,2442.500,0.027,212.000,2762.460,0.077,655.700,12078.200,0.054,37.020,1753.740,0.021,120.630,3006.150,0.040,8.420,243.230,0.035,24959.600,12078.200,2.066,0.239
,山东省,,2004,82.310,2793.310,0.029,204.710,2578.020,0.079,741.430,15021.800,0.049,45.070,1748.340,0.026,132.870,3028.750,0.044,9.000,250.680,0.036,28089.600,15021.800,1.870,0.295
,山东省,,2005,89.350,3071.460,0.029,277.020,3157.290,0.088,942.070,18366.900,0.051,60.390,2033.430,0.030,151.050,3333.270,0.045,13.020,307.150,0.042,26790.000,18366.900,1.459,0.384
,山东省,,2006,90.860,3104.400,0.029,261.570,3013.070,0.087,801.680,21900.200,0.037,46.170,1998.970,0.023,140.310,3140.420,0.045,11.950,295.930,0.040,28667.600,21900.200,1.309,0.220
,山东省,,2007,107.300,3305.710,0.032,311.850,3244.810,0.096,887.200,25776.900,0.034,33.940,1737.310,0.020,174.640,3589.510,0.049,14.140,331.490,0.043,28987.199,25776.900,1.125,0.295
,山东省,,2008,112.730,3209.300,0.035,294.660,3002.890,0.098,1098.320,30933.300,0.036,58.600,1838.590,0.032,192.340,3796.840,0.051,15.690,337.440,0.046,32804.801,30933.300,1.061,0.385
,山东省,,2009,92.820,3110.240,0.030,343.940,3438.170,0.100,883.010,33896.600,0.026,76.170,2342.320,0.033,201.170,3959.410,0.051,14.180,321.400,0.044,29029.000,33896.600,0.856,0.160
,山东省,,2010,137.040,3627.320,0.038,347.880,3362.170,0.103,1132.300,39169.900,0.029,112.930,1900.990,0.059,221.780,4158.890,0.053,16.010,318.940,0.050,34710.000,39169.900,0.886,0.322
,山东省,,2011,110.470,3396.360,0.033,361.730,3500.520,0.103,1163.670,45361.900,0.026,113.950,2104.900,0.054,200.210,3963.040,0.051,14.350,326.740,0.044,31031.000,45361.900,0.684,0.088
,山东省,,2012,129.710,3680.380,0.035,408.030,3823.910,0.107,1167.090,50013.200,0.023,154.420,2370.560,0.065,233.780,4498.460,0.052,18.350,368.810,0.050,37728.000,50013.200,0.754,0.161
,山东省,,2013,138.570,3917.570,0.035,443.670,3957.220,0.112,1191.790,55230.300,0.022,212.810,2433.280,0.087,248.600,4509.690,0.055,18.540,394.530,0.047,37059.000,55230.300,0.671,0.145
,山东省,,2014,146.640,3920.310,0.037,434.730,3620.800,0.120,1721.290,59426.600,0.029,166.670,2689.860,0.062,289.960,4569.740,0.063,20.160,387.350,0.052,37896.398,59426.600,0.638,0.277
,山东省,,2015,185.390,4325.920,0.043,508.970,4081.230,0.125,1521.190,63002.300,0.024,217.080,2649.730,0.082,285.460,4746.470,0.060,25.510,428.030,0.060,41139.000,63002.300,0.653,0.376
,山东省,,2016,188.920,4475.360,0.042,547.340,4296.140,0.127,2040.150,68024.500,0.030,239.280,2307.000,0.104,312.010,4803.180,0.065,24.010,392.930,0.061,40737.602,68024.500,0.599,0.358
,山东省,,2017,168.100,4179.210,0.040,514.930,4069.470,0.127,1787.470,72634.100,0.025,236.840,2530.860,0.094,321.490,5064.040,0.063,23.200,397.980,0.058,41558.398,72634.100,0.572,0.228
,山东省,,2018,187.330,4360.240,0.043,644.450,4786.500,0.135,2215.670,76469.700,0.029,287.200,2680.210,0.107,412.780,5729.120,0.072,28.590,463.800,0.062,38243.199,76469.700,0.500,0.339
,山东省,,2019,183.130,4300.770,0.043,539.050,4128.110,0.131,1664.400,71067.500,0.023,306.500,2450.770,0.125,329.490,5212.490,0.063,22.480,403.120,0.056,46534.801,71067.500,0.655,0.158
,山东省,,2020,185.580,4273.920,0.043,561.940,4263.480,0.132,1612.030,73129.000,0.022,291.540,2698.220,0.108,350.310,5144.940,0.068,24.430,431.490,0.057,40416.000,73129.000,0.553,0.144
,山东省,,2021,224.020,4722.690,0.047,608.920,4450.170,0.137,2078.530,83095.900,0.025,266.790,2963.670,0.090,387.000,5330.530,0.073,32.140,502.580,0.064,41000.000,83095.900,0.493,0.240
,山东省,,2022,227.500,4808.140,0.047,624.300,4486.640,0.139,2085.220,87435.100,0.025,275.680,3048.330,0.090,388.500,5348.370,0.073,32.260,514.310,0.063,44973.602,87435.100,0.514,0.249
,山东省,,2023,230.300,4827.840,0.048,635.330,4563.570,0.139,2116.970,92068.700,0.024,277.200,3098.700,0.089,395.080,5353.760,0.074,32.620,520.130,0.063,48947.203,92068.700,0.532,0.269
,山西省,,2000,49.270,2347.810,0.021,139.970,2092.030,0.067,459.350,1643.810,0.279,28.930,1376.680,0.021,84.350,2465.670,0.034,7.130,218.120,0.033,14436.000,1643.810,8.782,0.255
,山西省,,2001,52.910,2367.120,0.022,180.730,2503.880,0.072,494.650,2029.530,0.244,26.750,1336.940,0.020,111.870,2920.560,0.038,8.120,254.780,0.032,14754.600,2029.530,7.270,0.255
,山西省,,2002,52.840,2267.230,0.023,188.050,2595.930,0.072,588.620,2324.800,0.253,28.080,1498.200,0.019,109.290,2989.750,0.037,8.700,257.380,0.034,16253.600,2324.800,6.991,0.178
,山西省,,2003,67.450,2683.120,0.025,199.240,2471.160,0.081,701.180,2855.230,0.246,43.910,1528.320,0.029,146.990,3362.110,0.044,9.950,287.840,0.035,15097.200,2855.230,5.288,0.354
,山西省,,2004,67.750,2606.890,0.026,255.370,2907.270,0.088,738.830,3571.370,0.207,50.220,1916.910,0.026,148.600,3444.210,0.043,11.460,296.740,0.039,16747.199,3571.370,4.689,0.359
,山西省,,2005,90.410,2988.230,0.030,259.550,2921.200,0.089,815.430,4230.530,0.193,45.150,1641.280,0.028,165.550,3583.680,0.046,12.170,310.030,0.039,16515.000,4230.530,3.904,0.397
,山西省,,2006,85.230,2872.140,0.030,259.450,2844.420,0.091,1123.770,4878.610,0.230,46.820,2112.530,0.022,182.960,3843.840,0.048,14.410,320.130,0.045,20103.199,4878.610,4.121,0.415
,山西省,,2007,94.240,3268.320,0.029,282.100,2948.550,0.096,972.080,6024.450,0.161,44.970,1939.150,0.023,194.140,3826.510,0.051,13.620,309.530,0.044,21330.000,6024.450,3.541,0.296
,山西省,,2008,88.490,2872.380,0.031,291.400,3104.720,0.094,1074.570,7315.400,0.147,64.290,2048.930,0.031,181.720,3740.810,0.049,13.600,308.650,0.044,20596.801,7315.400,2.816,0.253
,山西省,,2009,133.330,3631.140,0.037,372.360,3551.190,0.105,1105.860,7358.310,0.150,70.610,2236.100,0.032,239.010,4341.250,0.055,16.060,356.320,0.045,22678.000,7358.310,3.082,0.374
,山西省,,2010,109.300,3491.330,0.031,324.430,3136.560,0.103,1160.790,9200.860,0.126,82.370,2255.530,0.037,213.450,3959.400,0.054,14.520,317.000,0.046,22248.000,9200.860,2.418,0.203
,山西省,,2011,136.790,3401.200,0.040,437.000,3836.500,0.114,1439.250,11237.500,0.128,82.180,2201.290,0.037,253.600,4205.390,0.060,18.250,366.880,0.050,24545.801,11237.500,2.184,0.428
,山西省,,2012,137.920,3747.210,0.037,445.050,3957.790,0.112,1430.120,12112.800,0.118,88.170,2521.540,0.035,277.420,4570.280,0.061,17.040,346.160,0.049,22048.000,12112.800,1.820,0.299
,山西省,,2013,130.830,3616.970,0.036,478.530,4013.050,0.119,1384.390,12665.300,0.109,98.160,2335.630,0.042,286.890,4824.540,0.059,21.170,421.860,0.050,21370.801,12665.300,1.687,0.275
,山西省,,2014,146.550,3701.640,0.040,464.770,4094.360,0.114,1469.530,12761.500,0.115,95.260,2734.450,0.035,264.780,4614.510,0.057,21.290,394.120,0.054,24500.400,12761.500,1.920,0.233
,山西省,,2015,168.700,4096.520,0.041,427.930,3780.760,0.113,1567.250,12766.500,0.123,99.460,2395.180,0.042,255.100,4331.770,0.059,18.910,370.370,0.051,22827.000,12766.500,1.788,0.163
,山西省,,2016,173.080,4256.860,0.041,534.230,4324.310,0.124,1361.770,13050.400,0.104,115.540,2854.650,0.040,292.210,4605.360,0.063,24.070,409.200,0.059,24854.400,13050.400,1.904,0.254
