uid,province_id,province,year,co2_emissions,gdp,green_invention_patents,green_utility_patents,credit,bond,investment,insurance,equity,fund,carbon_finance,gf_index,green_finance_pilot,ln_gdp,ln_co2,z_green_invention_patents,z_green_utility_patents,z_credit,z_bond,z_investment,z_insurance,z_equity,z_fund,z_carbon_finance,Factor_1,Factor_2,Factor_3
6419,8,Ningxia,2019,174003968,3841.5,320,610,0.045000002,0.133,0.46200001,0.018999999,0.068999998,0.061000001,2.145,0.368,0,8.2536182,18.974588,-0.41355374,-0.35333955,1.0692729,1.0127121,0.40874872,-0.60019034,1.0343989,1.0514281,-0.35869521,1.3399954,-0.90076691,0.22801307
6420,8,Ningxia,2020,174305456,4036.2,425,916,0.044,0.145,0.51800001,0.015,0.068999998,0.063000001,2.9260001,0.398,0,8.3030586,18.97632,-0.38801762,-0.27964607,0.94680667,1.5164443,0.52323681,-0.72145903,1.0343989,1.2345848,-0.23290114,1.510911,-0.92577654,0.39795646
6421,8,Ningxia,2021,188879872,4666.5,454,885,0.046999998,0.142,0.45300001,0.014,0.07,0.067000002,2.5079999,0.38299999,0,8.4481649,19.056622,-0.38096479,-0.28711176,1.3142043,1.3905116,0.39034882,-0.75177622,1.1150185,1.6008984,-0.30022755,1.6919094,-1.0028208,0.32186365
6422,8,Ningxia,2022,191617152,5168.1001,520,859,0.046999998,0.146,0.45500001,0.014,0.07,0.066,2.47,0.38999999,0,8.5502605,19.071011,-0.36491349,-0.29337329,1.3142043,1.5584221,0.3944377,-0.75177622,1.1150185,1.5093198,-0.30634812,1.7127037,-1.0046735,0.32452622
6423,8,Ningxia,2023,201084704,5368.7998,601,912,0.046,0.14399999,0.454,0.015,0.071999997,0.064999998,2.579,0.377,0,8.5883598,19.119236,-0.34521419,-0.2806094,1.1917386,1.4744666,0.39239323,-0.72145903,1.276257,1.4177412,-0.28879172,1.6683937,-0.96694356,0.32549804
3400,9,Anhui,2000,144342896,3162.3,26,34,0.024,0.068000004,0.19,0.013,0.037,0.033,4.8870001,0.322,0,8.0590553,18.787703,-0.48505494,-0.4920567,-1.5025125,-1.7158384,-0.14733639,-0.78209335,-1.5454221,-1.5127664,0.082953021,-1.653388,-0.17946023,-0.35661775
3401,9,Anhui,2001,152599792,3547.7,22,37,0.023,0.071999997,0.16599999,0.015,0.037,0.033,4.27,0.249,0,8.1740551,18.843328,-0.48602775,-0.49133423,-1.6249784,-1.547928,-0.19640273,-0.72145903,-1.5454221,-1.5127664,-0.016425896,-1.6502464,-0.17521363,-0.44006446
3402,9,Anhui,2002,159799152,3882.3,31,54,0.023,0.071999997,0.14399999,0.018999999,0.039999999,0.034000002,4.868,0.20999999,0,8.264183,18.889429,-0.48383895,-0.48724014,-1.6249784,-1.547928,-0.2413802,-0.60019034,-1.303564,-1.4211878,0.079892717,-1.5658239,-0.15430462,-0.407785
3403,9,Anhui,2003,177350080,4375,47,80,0.025,0.079000004,0.17399999,0.012,0.039000001,0.035999998,4.2399998,0.20100001,0,8.3836622,18.993637,-0.47994772,-0.48097861,-1.3800464,-1.2540838,-0.18004729,-0.81241053,-1.3841833,-1.2380314,-0.021257969,-1.3687896,-0.27630293,-0.38117954
3404,9,Anhui,2004,197213872,5210.8999,42,59,0.028999999,0.086999997,0.171,0.015,0.043000001,0.041000001,3.3329999,0.36500001,0,8.5585079,19.0998,-0.48116374,-0.486036,-0.89018273,-0.91826236,-0.18618056,-0.72145903,-1.0617056,-0.78013927,-0.16734654,-0.91874421,-0.39548108,-0.3906391
3405,9,Anhui,2005,226390496,5761.7002,88,82,0.028000001,0.090000004,0.167,0.015,0.045000002,0.039999999,3.171,0.31200001,0,8.658988,19.237772,-0.46997645,-0.48049694,-1.0126485,-0.79232901,-0.19435829,-0.72145903,-0.90046668,-0.87171781,-0.19343953,-0.9015063,-0.39597106,-0.40648198
3406,9,Anhui,2006,248580768,6602.6001,101,128,0.028999999,0.090000004,0.15099999,0.022,0.050000001,0.044,2.9860001,0.40200001,0,8.7952185,19.331278,-0.46681485,-0.46941882,-0.89018273,-0.79232901,-0.22706918,-0.50923884,-0.49736974,-0.50540429,-0.22323708,-0.66379631,-0.39977536,-0.41097215
3407,9,Anhui,2007,285447456,8078,143,124,0.028999999,0.093000002,0.107,0.017000001,0.050999999,0.045000002,2.596,0.26199999,0,8.9968996,19.469568,-0.4566004,-0.47038215,-0.89018273,-0.66639596,-0.31702411,-0.66082466,-0.41675046,-0.41382575,-0.28605357,-0.5842393,-0.47657633,-0.4739491
3408,9,Anhui,2008,322314432,9691.2002,210,192,0.032000002,0.092,0.118,0.025,0.046,0.043000001,2.477,0.189,0,9.1789732,19.591038,-0.44030589,-0.45400581,-0.52278459,-0.70837373,-0.29453537,-0.41828731,-0.8198474,-0.59698254,-0.30522066,-0.67114729,-0.36413139,-0.49071085
3409,9,Anhui,2009,334870304,11063.3,339,385,0.035999998,0.104,0.119,0.025,0.052999999,0.046,2.109,0.31299999,0,9.311389,19.629253,-0.40893292,-0.40752596,-0.032921158,-0.20464122,-0.29249093,-0.41828731,-0.25551158,-0.32224753,-0.36449364,-0.16035542,-0.48249611,-0.43033454
3410,9,Anhui,2010,358503104,13474.6,431,707,0.035,0.103,0.072999999,0.030999999,0.052999999,0.044,1.605,0.21699999,0,9.5085621,19.697449,-0.38655841,-0.32997921,-0.15538691,-0.246619,-0.38653475,-0.2363843,-0.25551158,-0.50540429,-0.44567186,-0.29111114,-0.36090598,-0.54836589
3411,9,Anhui,2011,389163968,16532.699,672,996,0.034000002,0.107,0.071000002,0.034000002,0.057999998,0.046,1.2640001,0.193,0,9.7130957,19.77951,-0.32794687,-0.26037982,-0.27785265,-0.078708164,-0.3906236,-0.14543273,0.14758539,-0.32224753,-0.50059605,-0.13158754,-0.33024144,-0.54914874
3412,9,Anhui,2012,402870368,18613.699,1046,1677,0.037,0.107,0.081,0.048,0.054000001,0.046999998,1.28,0.177,0,9.8316526,19.814125,-0.23698957,-0.096375696,0.089545049,-0.078708164,-0.3701793,0.27900764,-0.17489201,-0.23066932,-0.49801895,-0.13823199,-0.090027608,-0.53263593
3413,9,Anhui,2013,432133824,20888.199,1451,1669,0.035999998,0.111,0.068999998,0.041999999,0.056000002,0.048999999,1.062,0.145,0,9.9469395,19.884247,-0.13849303,-0.09830232,-0.032921158,0.089202672,-0.39471248,0.097104572,-0.01365316,-0.047512557,-0.53313172,-0.032955404,-0.13930953,-0.53194302
3414,9,Anhui,2014,439745952,22880.699,2301,2060,0.037999999,0.119,0.079999998,0.045000002,0.061000001,0.052999999,0.99900001,0.26899999,0,10.038049,19.901709,0.068228111,-0.004138428,0.21201079,0.42502436,-0.37222373,0.18805616,0.38944381,0.31880099,-0.54327899,0.31506047,-0.082881279,-0.44643617
3415,9,Anhui,2015,444211392,24142.699,3838,3038,0.039999999,0.115,0.075000003,0.056000002,0.056000002,0.055,0.95999998,0.19599999,0,10.091738,19.911812,0.44202858,0.23139171,0.45694274,0.25711352,-0.38244587,0.52154505,-0.01365316,0.50195771,-0.54956067,0.18998413,0.31247368,-0.43556282
3416,9,Anhui,2016,447562112,26801.199,6267,3349,0.039999999,0.126,0.064000003,0.045000002,0.064999998,0.059,1.036,0.25400001,0,10.196202,19.919327,1.0327647,0.30628935,0.45694274,0.71886826,-0.40493461,0.18805616,0.71192122,0.86827129,-0.53731948,0.56902403,0.38785356,-0.30886444
3417,9,Anhui,2017,453812960,30141.801,7352,3975,0.037999999,0.123,0.061000001,0.079999998,0.067000002,0.059999999,0.88300002,0.23999999,0,10.313668,19.933195,1.2966381,0.45704791,0.21201079,0.5929352,-0.4110679,1.2491571,0.87316036,0.95984948,-0.5619629,0.43826351,0.91928965,-0.36426857
3418,9,Anhui,2018,492192384,34377.301,9553,4335,0.043000001,0.131,0.061999999,0.075000003,0.067000002,0.059,0.76599997,0.228,0,10.445151,20.01438,1.8319243,0.54374611,0.82434088,0.92875659,-0.40902346,1.0975714,0.87316036,0.86827129,-0.58080786,0.61764777,1.0885801,-0.27874535
3419,9,Anhui,2019,493113568,37584.801,6000,5472,0.046,0.138,0.052000001,0.109,0.072999999,0.068000004,0.64499998,0.37200001,0,10.534355,20.016251,0.96782988,0.81756794,1.1917386,1.2226005,-0.42946777,2.128355,1.3568766,1.6924769,-0.60029709,1.1952187,0.97391945,-0.30920213
3420,9,Anhui,2020,491921376,38628.801,7276,7019,0.046,0.14399999,0.050000001,0.064999998,0.07,0.066,0.69599998,0.33700001,0,10.561753,20.01383,1.2781549,1.1901294,1.1917386,1.4744666,-0.43355665,0.79439944,1.1150185,1.5093198,-0.59208262,1.1319484,0.88367194,-0.19319876
3421,9,Anhui,2021,517951744,43102.801,6509,6788,0.041999999,0.139,0.048999999,0.071000002,0.075000003,0.061999999,0.74800003,0.205,0,10.671343,20.065393,1.0916194,1.1344981,0.70187467,1.2645782,-0.43560109,0.97630262,1.5181158,1.1430062,-0.58370709,0.96109092,0.88563359,-0.25216949
3422,9,Anhui,2022,520912320,45525.102,6948,7150,0.043000001,0.142,0.050000001,0.071000002,0.075000003,0.061999999,0.662,0.215,0,10.726019,20.071093,1.1983848,1.221678,0.82434088,1.3905116,-0.43355665,0.97630262,1.5181158,1.1430062,-0.59755892,1.0099059,0.95367551,-0.23305736
3423,9,Anhui,2023,546920384,48227.5,7529,7585,0.043000001,0.14399999,0.050000001,0.071000002,0.074000001,0.061999999,0.58499998,0.22499999,0,10.783685,20.119814,1.3396847,1.3264383,0.82434088,1.4744666,-0.43355665,0.97630262,1.4374962,1.1430062,-0.60996115,0.98325634,1.0653909,-0.22255994
3700,10,Shandong,2000,384095328,8348.5,106,241,0.025,0.07,0.064999998,0.023,0.035999998,0.032000002,2.3959999,0.34900001,0,9.0298376,19.766401,-0.46559885,-0.44220522,-1.3800464,-1.6318833,-0.40289018,-0.47892165,-1.6260417,-1.6043446,-0.31826717,-1.7012321,-0.09923128,-0.72597802
3701,10,Shandong,2001,403922528,9172.2998,151,260,0.026000001,0.075999998,0.055,0.023,0.039000001,0.033,2.6010001,0.384,0,9.1239433,19.816734,-0.45465478,-0.43762949,-1.2575804,-1.3800172,-0.42333448,-0.47892165,-1.3841833,-1.5127664,-0.28524822,-1.5039512,-0.14748894,-0.68764263
3702,10,Shandong,2002,450278112,10192.6,130,362,0.024,0.077,0.068999998,0.026000001,0.037999999,0.037,2.1600001,0.296,0,9.2294168,19.925377,-0.45976201,-0.41306499,-1.5025125,-1.3380393,-0.39471248,-0.38797015,-1.4648029,-1.1464528,-0.35627916,-1.4833381,-0.12445872,-0.70909965
3703,10,Shandong,2003,549374208,11028,188,375,0.027000001,0.077,0.054000001,0.021,0.039999999,0.035,2.066,0.23899999,0,9.3081932,20.12429,-0.44565633,-0.40993422,-1.1351144,-1.3380393,-0.42537892,-0.53955603,-1.303564,-1.3296096,-0.37141958,-1.3848606,-0.19277617,-0.70740396
3704,10,Shandong,2004,623612544,13456.2,201,337,0.028999999,0.079000004,0.048999999,0.026000001,0.044,0.035999998,1.87,0.29499999,0,9.5071955,20.25104,-0.44249472,-0.41908571,-0.89018273,-1.2540838,-0.43560109,-0.38797015,-0.98108631,-1.2380314,-0.40298888,-1.1824183,-0.21090089,-0.70406353
3705,10,Shandong,2005,673934528,16120.9,308,469,0.028999999,0.088,0.050999999,0.029999999,0.045000002,0.041999999,1.459,0.384,0,9.6878719,20.328644,-0.41647217,-0.38729635,-0.89018273,-0.8762846,-0.43151221,-0.26670149,-0.90046668,-0.68856108,-0.4691878,-0.90738541,-0.23685707,-0.69346541
3706,10,Shandong,2006,736411968,19184,430,612,0.028999999,0.086999997,0.037,0.023,0.045000002,0.039999999,1.309,0.22,0,9.8618317,20.417301,-0.3868016,-0.35285792,-0.89018273,-0.91826236,-0.46013424,-0.47892165,-0.90046668,-0.87171781,-0.49334797,-0.97269672,-0.2579602,-0.71689147
3707,10,Shandong,2007,781165632,22994.5,545,869,0.032000002,0.096000001,0.034000002,0.02,0.048999999,0.043000001,1.125,0.29499999,0,10.043011,20.476297,-0.35883346,-0.29096502,-0.52278459,-0.54046291,-0.46626753,-0.56987321,-0.57798928,-0.59698254,-0.52298445,-0.59826517,-0.35773429,-0.66211855
3708,10,Shandong,2008,795067072,27460.199,746,1041,0.035,0.097999997,0.035999998,0.032000002,0.050999999,0.046,1.061,0.38499999,0,10.220493,20.493937,-0.30994999,-0.24954253,-0.15538691,-0.45650762,-0.46217868,-0.20606707,-0.41675046,-0.32224753,-0.53329283,-0.37292862,-0.27511981,-0.63649654
3709,10,Shandong,2009,840164800,29957.199,956,1464,0.029999999,0.1,0.026000001,0.033,0.050999999,0.044,0.85600001,0.16,0,10.307525,20.549109,-0.25887769,-0.14767213,-0.76771677,-0.37255207,-0.48262298,-0.17574996,-0.41675046,-0.50540429,-0.56631172,-0.59618819,-0.14142109,-0.69473189
3710,10,Shandong,2010,888233600,34429.398,1220,1990,0.037999999,0.103,0.028999999,0.059,0.052999999,0.050000001,0.88599998,0.322,0,10.446666,20.604746,-0.19467254,-0.020996414,0.21201079,-0.246619,-0.47648969,0.6124965,-0.25551158,0.044065997,-0.56147969,-0.1373311,0.046497814,-0.62994796
3711,10,Shandong,2011,949154560,39622,1578,2384,0.033,0.103,0.026000001,0.054000001,0.050999999,0.044,0.68400002,0.088,0,10.58714,20.671082,-0.10760646,0.073889963,-0.40031886,-0.246619,-0.48262298,0.46091071,-0.41675046,-0.50540429,-0.59401542,-0.52810532,0.18826456,-0.69514287
3712,10,Shandong,2012,975769088,43584.301,2593,2951,0.035,0.107,0.023,0.064999998,0.052000001,0.050000001,0.75400001,0.161,0,10.682452,20.698736,0.1392429,0.21043965,-0.15538691,-0.078708164,-0.48875627,0.79439944,-0.33613086,0.044065997,-0.58274066,-0.2900202,0.38353691,-0.63563961
3713,10,Shandong,2013,1027827648,48058.102,3620,2906,0.035,0.112,0.022,0.086999997,0.055,0.046999998,0.671,0.145,0,10.780166,20.750713,0.3890107,0.19960237,-0.15538691,0.13118047,-0.49080068,1.4613773,-0.09427274,-0.23066932,-0.59610927,-0.29955399,0.68946105,-0.65888113
3714,10,Shandong,2014,1036199616,51552.699,4187,3759,0.037,0.12,0.028999999,0.061999999,0.063000001,0.052000001,0.63800001,0.27700001,0,10.85036,20.758825,0.52690583,0.40502897,0.089545049,0.46700183,-0.47648969,0.703448,0.55068266,0.22722276,-0.60142452,0.17743494,0.47136897,-0.5098719
3715,10,Shandong,2015,1042331776,56159.102,5144,5312,0.043000001,0.125,0.024,0.082000002,0.059999999,0.059999999,0.653,0.37599999,0,10.935944,20.764727,0.75964952,0.77903545,0.82434088,0.67689043,-0.48671183,1.3097916,0.30882424,0.95984948,-0.5990085,0.48969004,0.82143754,-0.4352816
3716,10,Shandong,2016,1062190656,59702.602,5982,6900,0.041999999,0.127,0.029999999,0.104,0.064999998,0.061000001,0.59899998,0.35800001,0,10.997131,20.7836,0.96345228,1.1614709,0.70187467,0.76084602,-0.47444525,1.9767693,0.71192122,1.0514281,-0.60770619,0.52378207,1.2633691,-0.4119519
3717,10,Shandong,2017,1074950912,63958.602,6264,8019,0.039999999,0.127,0.025,0.093999997,0.063000001,0.057999998,0.57200003,0.228,0,11.065991,20.795542,1.032035,1.4309578,0.45694274,0.76084602,-0.48466739,1.6735975,0.55068266,0.77669269,-0.612055,0.30568683,1.3786206,-0.41313222
3718,10,Shandong,2018,1110236800,67864.398,6752,8333,0.043000001,0.13500001,0.028999999,0.107,0.071999997,0.061999999,0.5,0.33899999,0,11.125267,20.827839,1.1507173,1.506578,0.82434088,1.0966678,-0.47648969,2.0677207,1.276257,1.1430062,-0.62365192,0.77562821,1.4452271,-0.3410005
3719,10,Shandong,2019,1137954048,72024.297,6999,11974,0.043000001,0.131,0.023,0.125,0.063000001,0.056000002,0.65499997,0.15800001,0,11.184759,20.852497,1.210788,2.3834341,0.82434088,0.92875659,-0.48875627,2.6134298,0.55068266,0.59353632,-0.5986864,0.23565778,2.16766,-0.36769295
3720,10,Shandong,2020,1148726656,74355.898,8463,16318,0.043000001,0.132,0.022,0.108,0.068000004,0.057,0.55299997,0.14399999,0,11.216619,20.861919,1.5668348,3.4295924,0.82434088,0.97073436,-0.49080068,2.098038,0.95377994,0.6851145,-0.61511534,0.25571716,2.6054611,-0.2295875
3721,10,Shandong,2021,1178087680,84838,8567,16182,0.046999998,0.13699999,0.025,0.090000004,0.072999999,0.064000003,0.493,0.23999999,0,11.348499,20.887157,1.5921277,3.3968399,1.3142043,1.1806227,-0.48466739,1.5523289,1.3568766,1.3261634,-0.6247794,0.77846456,2.2864459,-0.11756025
3722,10,Shandong,2022,1146652032,89519.398,9608,14282,0.046999998,0.139,0.025,0.090000004,0.072999999,0.063000001,0.514,0.249,0,11.40221,20.860113,1.8453003,2.939266,1.3142043,1.2645782,-0.48466739,1.5523289,1.3568766,1.2345848,-0.62139696,0.79774016,2.1945732,-0.1296912
3723,10,Shandong,2023,1177673344,94206.398,11072,14826,0.048,0.139,0.024,0.089000002,0.074000001,0.063000001,0.53200001,0.26899999,0,11.453243,20.886806,2.2013471,3.0702765,1.4366705,1.2645782,-0.48671183,1.5220118,1.4374962,1.2345848,-0.61849773,0.80151975,2.3936999,-0.084078148
1400,11,Shanxi,2000,165876880,1861.9,30,40,0.021,0.067000002,0.27900001,0.021,0.034000002,0.033,8.7819996,0.255,0,7.5293527,18.926756,-0.48408213,-0.49061173,-1.8699104,-1.7578163,0.034617949,-0.53955603,-1.7872802,-1.5127664,0.71031243,-1.8188304,0.011830454,0.032097563
1401,11,Shanxi,2001,173419968,2049,30,34,0.022,0.071999997,0.244,0.02,0.037999999,0.032000002,7.27,0.255,0,7.6251073,18.971228,-0.48408213,-0.4920567,-1.7474444,-1.547928,-0.036937136,-0.56987321,-1.4648029,-1.6043446,0.46677783,-1.6699455,-0.067282997,-0.11037626
1402,11,Shanxi,2002,199129088,2348.2,39,42,0.023,0.071999997,0.25299999,0.018999999,0.037,0.034000002,6.9910002,0.178,0,7.7614045,19.109465,-0.48189333,-0.49013007,-1.6249784,-1.547928,-0.018537289,-0.60019034,-1.5454221,-1.4211878,0.42183992,-1.6031606,-0.097367354,-0.10929636
1403,11,Shanxi,2003,227608096,2884,35,45,0.025,0.081,0.24600001,0.028999999,0.044,0.035,5.2880001,0.354,0,7.9669337,19.243135,-0.48286614,-0.4894076,-1.3800464,-1.1701285,-0.032848269,-0.29701865,-0.98108631,-1.3296096,0.14754125,-1.2606459,-0.13040599,-0.22045317
1404,11,Shanxi,2004,259195840,3533.1001,38,47,0.026000001,0.088,0.207,0.026000001,0.043000001,0.039000001,4.6890001,0.359,0,8.1699314,19.373095,-0.48213655,-0.48892593,-1.2575804,-0.8762846,-0.11258107,-0.38797015,-1.0617056,-0.96329606,0.051061582,-1.0666977,-0.22896366,-0.27923587
1405,11,Shanxi,2005,313274688,4118,53,71,0.029999999,0.089000002,0.193,0.028000001,0.046,0.039000001,3.904,0.39700001,0,8.323123,19.562592,-0.4784885,-0.48314604,-0.76771677,-0.83430678,-0.14120309,-0.32733577,-0.8198474,-0.96329606,-0.075376742,-0.85684067,-0.27936396,-0.32659462
1406,11,Shanxi,2006,338823360,4758.7002,83,107,0.029999999,0.090999998,0.23,0.022,0.048,0.045000002,4.1209998,0.41499999,0,8.4677296,19.640989,-0.47119248,-0.47447622,-0.76771677,-0.75035155,-0.065559164,-0.50923884,-0.65860856,-0.41382575,-0.040425044,-0.61402655,-0.39051589,-0.21592829
1407,11,Shanxi,2007,369838816,5991.8999,92,116,0.028999999,0.096000001,0.161,0.023,0.050999999,0.044,3.5409999,0.296,0,8.698164,19.728579,-0.46900365,-0.47230878,-0.89018273,-0.54046291,-0.20662487,-0.47892165,-0.41675046,-0.50540429,-0.13384442,-0.56649709,-0.41114572,-0.3402282
1408,11,Shanxi,2008,381437920,7295.7998,101,180,0.030999999,0.093999997,0.147,0.030999999,0.048999999,0.044,2.816,0.25299999,0,8.8950539,19.759459,-0.46681485,-0.45689577,-0.6452508,-0.6244185,-0.2352469,-0.2363843,-0.57798928,-0.50540429,-0.25061864,-0.58492362,-0.33789599,-0.42806172
1409,11,Shanxi,2009,418635264,7231.2002,175,234,0.037,0.105,0.15000001,0.032000002,0.055,0.045000002,3.082,0.37400001,0,8.8861599,19.85251,-0.44881794,-0.44389102,0.089545049,-0.16266374,-0.22911359,-0.20606707,-0.09427274,-0.41382575,-0.20777456,-0.086157419,-0.45286638,-0.31784678
1410,11,Shanxi,2010,448659488,9004.5,196,275,0.030999999,0.103,0.126,0.037,0.054000001,0.046,2.418,0.20299999,0,9.1054802,19.921774,-0.44371071,-0.43401706,-0.6452508,-0.246619,-0.27817991,-0.054481249,-0.17489201,-0.32224753,-0.31472367,-0.33068681,-0.34573516,-0.45172748
1411,11,Shanxi,2011,495650080,11005.1,248,282,0.039999999,0.114,0.12800001,0.037,0.059999999,0.050000001,2.184,0.428,0,9.3061142,20.021381,-0.43106425,-0.43233126,0.45694274,0.21513572,-0.27409106,-0.054481249,0.30882424,0.044065997,-0.35241354,0.35264045,-0.53796697,-0.35154653
1412,11,Shanxi,2012,518496384,11819.7,343,422,0.037,0.112,0.118,0.035,0.061000001,0.048999999,1.8200001,0.29899999,0,9.3775225,20.066444,-0.40796012,-0.3986153,0.089545049,0.13118047,-0.29453537,-0.11511561,0.38944381,-0.047512557,-0.41104227,0.21450078,-0.49919951,-0.41078809
1413,11,Shanxi,2013,535790944,12171.8,405,507,0.035999998,0.119,0.109,0.041999999,0.059,0.050000001,1.687,0.27500001,0,9.4068775,20.099255,-0.39288163,-0.37814489,-0.032921158,0.42502436,-0.31293526,0.097104572,0.22820497,0.044065997,-0.4324643,0.22780785,-0.42831999,-0.43898532
1414,11,Shanxi,2014,525515872,12307,479,529,0.039999999,0.114,0.115,0.035,0.057,0.054000001,1.92,0.233,0,9.4179239,20.079891,-0.37488475,-0.37284666,0.45694274,0.21513572,-0.30066866,-0.11511561,0.066966116,0.41037953,-0.39493549,0.37548432,-0.52083099,-0.37088522
1415,11,Shanxi,2015,504833120,12036.1,452,636,0.041000001,0.113,0.123,0.041999999,0.059,0.050999999,1.788,0.163,0,9.3956661,20.039738,-0.38145119,-0.34707803,0.57940894,0.17315795,-0.2843132,0.097104572,0.22820497,0.13564421,-0.41619644,0.35458502,-0.44202596,-0.38465992
1416,11,Shanxi,2016,501151424,12160.1,592,750,0.041000001,0.124,0.104,0.039999999,0.063000001,0.059,1.904,0.25400001,0,9.4059153,20.032419,-0.34740299,-0.31962359,0.57940894,0.63491267,-0.3231574,0.036470223,0.55068266,0.86827129,-0.39751256,0.77868515,-0.55932695,-0.32152885
1417,11,Shanxi,2017,506536384,14679.1,725,1072,0.039999999,0.12,0.105,0.045000002,0.066,0.052999999,1.454,0.162,0,9.5941801,20.043106,-0.31505722,-0.24207686,0.45694274,0.46700183,-0.32111296,0.18805616,0.79254079,0.31880099,-0.46999311,0.58694279,-0.41576773,-0.38878435
1418,11,Shanxi,2018,522573056,16153.1,980,1133,0.045000002,0.12899999,0.105,0.059999999,0.064999998,0.064000003,1.7920001,0.245,0,9.689867,20.074276,-0.25304088,-0.22738633,1.0692729,0.84480101,-0.32111296,0.64281362,0.71192122,1.3261634,-0.41555217,1.1045442,-0.39280051,-0.28776988
1419,11,Shanxi,2019,529401536,17311,947,1825,0.046,0.13500001,0.106,0.090000004,0.068999998,0.059999999,1.5829999,0.28400001,0,9.7590971,20.087257,-0.2610665,-0.060733095,1.1917386,1.0966678,-0.31906855,1.5523289,1.0343989,0.95984948,-0.44921538,1.1367556,-0.061586574,-0.33165839
1420,11,Shanxi,2020,530238208,18202.699,1117,2397,0.046999998,0.13699999,0.107,0.098999999,0.071000002,0.061000001,1.78,0.29899999,0,9.8093252,20.088837,-0.21972229,0.077020735,1.3142043,1.1806227,-0.31702411,1.8251834,1.1956381,1.0514281,-0.417485,1.2351788,0.072063886,-0.29590929
1421,11,Shanxi,2021,579007296,23087.801,1130,2023,0.052000001,0.139,0.1,0.082000002,0.077,0.064999998,1.147,0.34599999,0,10.04706,20.176826,-0.21656066,-0.013049078,1.9265344,1.2645782,-0.33133513,1.3097916,1.6793543,1.4177412,-0.51944101,1.704478,-0.26491949,-0.2596305
1422,11,Shanxi,2022,589578368,25653.199,1232,1789,0.050999999,0.13699999,0.1,0.081,0.075999998,0.064999998,1.073,0.338,0,10.152424,20.194918,-0.19175413,-0.069402918,1.8040682,1.1806227,-0.33133513,1.2794743,1.5987347,1.4177412,-0.53136003,1.627761,-0.2668573,-0.27973092
1423,11,Shanxi,2023,629094784,26050.801,1543,1941,0.052000001,0.138,0.097999997,0.079999998,0.075999998,0.066,1.1339999,0.36700001,0,10.167804,20.259792,-0.11611851,-0.032797005,1.9265344,1.2226005,-0.33542398,1.2491571,1.5987347,1.5093198,-0.52153486,1.6890908,-0.24500127,-0.25488362
6100,12,Shaanxi,2000,89410304,1823.3,34,53,0.024,0.071999997,0.347,0.02,0.035999998,0.032000002,13.956,0.361,0,7.5084033,18.308746,-0.48310933,-0.48748097,-1.5025125,-1.547928,0.17363919,-0.56987321,-1.6260417,-1.6043446,1.5436779,-1.6061876,0.031635117,0.58163375
6101,12,Shaanxi,2001,93520960,2034.1,29,65,0.025,0.077,0.301,0.017000001,0.039999999,0.032000002,10.664,0.373,0,7.6178088,18.353697,-0.48432535,-0.48459104,-1.3800464,-1.3380393,0.079595387,-0.66082466,-1.303564,-1.6043446,1.0134423,-1.435491,-0.099251926,0.28431398
6102,12,Shaanxi,2002,100035344,2281.1001,44,91,0.026000001,0.075999998,0.28400001,0.028000001,0.039000001,0.033,10.497,0.352,0,7.7324133,18.421034,-0.48067734,-0.47832948,-1.2575804,-1.3800172,0.04484009,-0.32733577,-1.3841833,-1.5127664,0.98654395,-1.4304156,-0.00120084,0.23724775
6103,12,Shaanxi,2003,114939672,2618.8,95,99,0.027000001,0.078000002,0.28400001,0.026000001,0.041999999,0.035999998,9.882,0.33899999,0,7.8704715,18.559917,-0.46827406,-0.47640285,-1.1351144,-1.2960615,0.04484009,-0.38797015,-1.1423252,-1.2380314,0.88748723,-1.225124,-0.081975415,0.22355099
6104,12,Shaanxi,2004,132745840,3178.3999,83,86,0.028999999,0.085000001,0.27900001,0.022,0.046,0.039000001,7.7979999,0.41100001,0,8.0641336,18.703947,-0.47119248,-0.47953361,-0.89018273,-1.0022177,0.034617949,-0.50923884,-0.8198474,-0.96329606,0.55182165,-0.90227187,-0.24605802,0.10125996
6105,12,Shaanxi,2005,155551888,3857.3999,108,110,0.029999999,0.085000001,0.186,0.028999999,0.043000001,0.037999999,6.6599998,0.31400001,0,8.2577486,18.86249,-0.46511245,-0.47375375,-0.76771677,-1.0022177,-0.15551409,-0.29701865,-1.0617056,-1.0548745,0.36852637,-0.99807709,-0.17944777,-0.12524398
6106,12,Shaanxi,2006,165371248,4642.1001,141,117,0.029999999,0.088,0.17,0.022,0.043000001,0.041000001,5.6739998,0.235,0,8.4429226,18.923704,-0.4570868,-0.47206795,-0.76771677,-0.8762846,-0.18822499,-0.50923884,-1.0617056,-0.78013927,0.20971341,-0.88086814,-0.29100627,-0.19611174
6107,12,Shaanxi,2007,195688080,5739.7002,201,164,0.032000002,0.092,0.17299999,0.025,0.046999998,0.039999999,4.7750001,0.26199999,0,8.6551619,19.092033,-0.44249472,-0.460749,-0.52278459,-0.70837373,-0.18209171,-0.41828731,-0.73922813,-0.87171781,0.064913414,-0.70754033,-0.31416523,-0.24187319
